id	GeneSymbol	logFC	logCPM	PValue	FDR
ENSG00000272839.1	AC011899.3	-5.13E-15	-2.897693815	1	1
ENSG00000272840.1	AC092902.3	-5.13E-15	-2.897693815	1	1
ENSG00000272842.1	AL391834.1	0.0307918	-2.099753948	1	1
ENSG00000272844.1	AC074044.1	1.24680363	-2.198978175	0.44586303	1
ENSG00000272848.1	AL009176.2	-2.462318271	-1.818194645	0.164998429	1
ENSG00000272849.1	AC084018.1	1.034239863	-0.808168527	0.219371801	1
ENSG00000272851.1	AC096772.1	-5.13E-15	-2.897693815	1	1
ENSG00000272853.1	AC069544.1	-0.534173394	0.180114482	0.535145883	1
ENSG00000272854.1	AC004839.1	-0.011624496	-2.162429277	0.947680287	1
ENSG00000272855.1	AC104458.1	-5.13E-15	-2.897693815	1	1
ENSG00000272856.1	AC112250.2	-5.13E-15	-2.897693815	1	1
ENSG00000272858.1	Z93930.3	-2.047296226	-2.054515197	0.146274574	1
ENSG00000272861.1	AC012360.2	-2.367941565	-2.697408688	0.438651671	1
ENSG00000272862.1	AC106052.1	-2.507676414	-2.669952332	0.451949797	1
ENSG00000272864.1	AC135803.1	-2.482423821	-2.669752074	0.546781716	1
ENSG00000272865.1	AL591686.2	-5.13E-15	-2.897693815	1	1
ENSG00000272866.1	AL135786.2	-1.702067721	-2.787463135	0.626769698	1
ENSG00000272869.4	AC008575.2	-0.486495751	1.420138085	0.514724292	1
ENSG00000272870.1	AC097534.2	0.43637794	0.053621864	0.599009225	1
ENSG00000272871.1	AL159169.2	0.427500598	-2.038268766	0.825869574	1
ENSG00000272872.1	AP000525.1	-0.718704428	2.594315212	0.394647758	1
ENSG00000272874.1	AL034548.1	-2.703656274	-2.633567157	0.336593206	1
ENSG00000272880.1	AL161734.1	-5.13E-15	-2.897693815	1	1
ENSG00000272882.1	OR2BH1P	-5.13E-15	-2.897693815	1	1
ENSG00000272884.1	AC113189.4	1.223906421	-0.857975492	0.433585825	1
ENSG00000272885.1	AC092574.1	1.52196962	-2.837679161	0.909090909	1
ENSG00000272886.4	DCP1A	-0.437679818	5.029275441	0.42008736	1
ENSG00000272887.1	CSPG4P5	-1.285981924	-0.409244875	0.385226715	1
ENSG00000272888.4	LINC01578	-0.89336634	3.502984119	0.210358867	1
ENSG00000272892.1	AL133551.1	0.908023037	-1.057412383	0.318232606	1
ENSG00000272894.4	AC004982.2	1.19764339	-0.50460948	0.169461871	1
ENSG00000272895.1	AC009303.3	-1.104728725	-2.838523034	1	1
ENSG00000272896.1	AL355987.3	-0.569313789	-2.093098332	0.754858405	1
ENSG00000272897.4	AL109827.1	1.200197043	-2.534462849	0.701926012	1
ENSG00000272899.2	AC025594.3	-0.368953726	0.674433333	0.712801163	1
ENSG00000272900.1	AP000435.2	-1.104728701	-2.838523034	1	1
ENSG00000272902.2	TBC1D8-AS1	-0.605947513	-0.0976976	0.550265204	1
ENSG00000272904.1	AL390726.3	-0.211242591	-1.615954	1	1
ENSG00000272905.1	AC018648.1	-2.472282491	-2.246484192	0.176603604	1
ENSG00000272906.1	AL353708.3	-1.104987205	-0.294169037	0.351641686	1
ENSG00000272908.1	AC006033.2	-2.971180312	-2.576328163	0.281647762	1
ENSG00000272909.1	AL122035.2	-0.914062407	1.257415793	0.253648454	1
ENSG00000272910.1	AC090425.2	-1.142316695	-2.579308559	0.58174601	1
ENSG00000272911.1	AC005696.3	-5.13E-15	-2.897693815	1	1
ENSG00000272912.1	AL356608.1	-5.13E-15	-2.897693815	1	1
ENSG00000272913.1	AC009237.14	-1.811038149	2.526811487	0.197566192	1
ENSG00000272914.1	AL359532.1	-0.22060492	-2.303070898	1	1
ENSG00000272916.4	AC022400.6	-0.998832027	1.079642796	0.271554607	1
ENSG00000272917.1	AC010186.4	-5.13E-15	-2.897693815	1	1
ENSG00000272918.1	AC005070.3	-0.075954818	-0.46288545	0.98893346	1
ENSG00000272920.1	hsa-mir-1253	-5.13E-15	-2.897693815	1	1
ENSG00000272921.1	AC005832.4	-4.276320472	-2.158447558	0.147516547	1
ENSG00000272922.1	AC107294.1	1.950122653	-2.594466739	0.423339071	1
ENSG00000272923.1	AC092139.2	-0.467735347	-0.796639129	0.69155614	1
ENSG00000272927.1	AC107464.3	-2.592352942	-2.658337515	0.444374479	1
ENSG00000272931.1	AC099568.2	-1.106662295	-1.359408693	0.323154373	1
ENSG00000272933.1	AL391121.1	0.417269167	0.461318523	0.639847929	1
ENSG00000272934.1	AL390726.4	0.397964525	-1.868155115	0.822932426	1
ENSG00000272936.1	AC096586.1	0.576918126	-2.697774624	0.887598265	1
ENSG00000272937.1	AC009779.8	-5.13E-15	-2.897693815	1	1
ENSG00000272940.1	U62317.4	-0.873966646	-2.467565778	0.756951226	1
ENSG00000272941.1	AC083862.2	0.838811568	-0.545497162	0.424179857	1
ENSG00000272942.1	AL022324.3	-0.876371103	-2.619430022	0.840615235	1
ENSG00000272944.1	AC079834.2	1.188541856	-1.607094089	0.337678404	1
ENSG00000272945.1	AL356299.2	0.682193771	-1.89842913	0.685702934	1
ENSG00000272948.2	AP001412.1	-1.613183779	-1.85227232	0.320279347	1
ENSG00000272949.1	AC093668.2	-0.718685197	1.119447479	0.619106551	1
ENSG00000272950.1	AC093799.2	-3.016550837	-2.566456495	0.254356626	1
ENSG00000272953.1	AC092171.4	-0.521853831	-1.855697661	0.695844758	1
ENSG00000272958.1	AP000322.2	-1.766003493	-2.776176062	0.715203782	1
ENSG00000272963.1	OR7A19P	1.521916055	-2.837679161	0.909090909	1
ENSG00000272966.1	AC064836.2	-0.037909913	-2.717261526	1	1
ENSG00000272967.1	AC073352.2	-1.434984165	-2.815312084	1	1
ENSG00000272968.4	RBAK-RBAKDN	0.277413894	-2.097063146	1	1
ENSG00000272969.1	AC024243.1	-0.155409853	-2.132855528	1	1
ENSG00000272970.1	AC107294.2	-1.876952346	-2.160270466	0.408316776	1
ENSG00000272971.1	AL365181.4	-5.13E-15	-2.897693815	1	1
ENSG00000272973.1	AP000350.5	-0.437293126	-1.747262786	0.873849904	1
ENSG00000272979.1	AC093388.1	0.192853381	-1.648870922	0.951143976	1
ENSG00000272980.3	Z94721.2	-0.941944801	-1.347292283	0.512985879	1
ENSG00000272981.1	AP001993.2	-5.13E-15	-2.897693815	1	1
ENSG00000272982.1	AL355816.1	-5.13E-15	-2.897693815	1	1
ENSG00000272983.1	AL117339.4	-1.323765255	-0.812628139	0.165141366	1
ENSG00000272984.1	AC007349.4	-5.13E-15	-2.897693815	1	1
ENSG00000272986.1	AC009570.1	1.369980304	-1.021979083	0.187991066	1
ENSG00000272987.1	AP002512.3	-5.13E-15	-2.897693815	1	1
ENSG00000272988.1	AC022392.1	-1.117013103	-2.836473991	1	1
ENSG00000272989.1	LINC02012	-0.286857342	-1.166301654	0.822233193	1
ENSG00000272990.1	AC084036.1	-0.202175596	-1.197178087	0.908110884	1
ENSG00000272991.1	AF129408.1	1.029343822	-2.698205894	0.875660869	1
ENSG00000272993.1	AC239868.4	-0.752934273	-1.186807825	0.657896637	1
ENSG00000272994.1	AC012360.3	-0.651568672	1.636706451	0.415871282	1
ENSG00000272995.1	AC097505.1	0.23947006	-2.640187621	1	1
ENSG00000273000.4	AP000347.2	0.25556307	1.962182365	0.726979101	1
ENSG00000273001.1	AL731533.2	1.462934727	-2.286126368	0.299392512	1
ENSG00000273002.1	AL355388.2	-1.134067072	0.073581461	0.171311143	1
ENSG00000273003.1	ARL2-SNX15	-5.13E-15	-2.897693815	1	1
ENSG00000273004.1	AL078644.1	-0.071543483	-1.52778388	0.913182146	1
ENSG00000273006.1	AC009229.3	0.103085269	-2.598176719	1	1
ENSG00000273008.1	AC010864.1	0.042515498	-0.362564871	0.93304572	1
ENSG00000273009.1	AC124944.3	1.008112621	-2.596745227	0.867080541	1
ENSG00000273011.1	AC092681.3	-2.744957258	-2.626869075	0.27957427	1
ENSG00000273012.1	AL353600.1	-5.13E-15	-2.897693815	1	1
ENSG00000273013.1	AC117490.2	-2.968084601	-2.578111298	0.217648788	1
ENSG00000273014.1	AC018645.2	-1.211699861	-0.737311456	0.292731091	1
ENSG00000273015.2	AC008124.1	0.300855263	2.475961571	0.603990207	1
ENSG00000273017.1	AP000240.1	-0.240826287	-2.555037798	1	1
ENSG00000273026.1	AL358472.3	0.661645396	-1.963929727	0.718110942	1
ENSG00000273027.1	AL844908.2	-0.911127613	-1.186474906	0.410064664	1
ENSG00000273030.1	AL359759.1	-1.669220634	-2.7971984	1	1
ENSG00000273035.1	AC007684.1	-5.13E-15	-2.897693815	1	1
ENSG00000273036.2	FAM95C	0.741389857	2.33511903	0.322546651	1
ENSG00000273038.2	AL365203.3	-0.22999063	3.094801037	0.752714628	1
ENSG00000273041.1	ATF4P2	-2.480705188	-2.226901497	0.131026419	1
ENSG00000273044.1	AL022334.2	-3.415546289	-2.465318797	0.192226418	1
ENSG00000273046.1	AC012531.2	-0.717405641	0.58689105	0.594259744	1
ENSG00000273048.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000273049.1	AC012531.3	0.802022483	-2.087922269	0.704941981	1
ENSG00000273051.1	AC103710.4	-1.117013818	-2.836473991	1	1
ENSG00000273055.1	AC005046.1	-0.23835547	-0.028071855	0.824903191	1
ENSG00000273056.1	AL354694.1	0.168734894	-2.326806791	1	1
ENSG00000273058.2	AL359921.2	-0.506119378	-0.513478599	0.621567215	1
ENSG00000273059.1	AC239803.3	-1.434989193	-2.815312084	1	1
ENSG00000273061.1	CDC37L1-AS1	0.409442613	-1.703654291	0.804834744	1
ENSG00000273062.1	AL449106.1	0.957823047	-2.059095171	0.485871988	1
ENSG00000273063.1	AC007250.1	-2.234204269	-2.703878289	0.388780914	1
ENSG00000273064.1	AC017083.2	-0.013281468	-1.131875713	1	1
ENSG00000273065.1	---	-1.38100887	-2.494476856	0.494280591	1
ENSG00000273066.4	AL355987.4	-0.330221909	0.681534555	0.72989622	1
ENSG00000273068.1	Z99755.2	-5.13E-15	-2.897693815	1	1
ENSG00000273069.1	AC211433.2	2.435451726	-2.741683643	0.524359145	1
ENSG00000273071.1	AC242426.4	0.277759486	-2.045527054	0.801858196	1
ENSG00000273073.1	AC073869.3	-2.848480781	-2.603270545	0.269835417	1
ENSG00000273076.1	AL021707.7	-1.104728799	-2.838523034	1	1
ENSG00000273077.1	AC110609.1	-5.13E-15	-2.897693815	1	1
ENSG00000273079.3	GRIN2B	-2.677970442	-1.599045491	0.15986625	1
ENSG00000273080.1	AC009309.1	-0.071891624	-1.027823324	1	1
ENSG00000273082.1	Z73429.1	-2.144363789	-2.727530582	0.732687836	1
ENSG00000273084.1	AC092171.5	0.140849456	0.259981943	0.894916323	1
ENSG00000273085.1	AC113331.2	-5.13E-15	-2.897693815	1	1
ENSG00000273088.1	AL713999.1	-2.891099313	-2.588574701	0.362235572	1
ENSG00000273090.1	AC007378.1	1.095156422	-2.70315243	0.882744875	1
ENSG00000273091.1	AP000255.1	-2.008575156	-2.361962246	0.241236429	1
ENSG00000273093.1	AC097065.2	-5.13E-15	-2.897693815	1	1
ENSG00000273096.1	AL021707.8	-1.104728921	-2.838523034	1	1
ENSG00000273098.1	AC005303.1	-5.13E-15	-2.897693815	1	1
ENSG00000273100.1	AL596442.2	-5.13E-15	-2.897693815	1	1
ENSG00000273102.1	AP000569.1	-0.929085079	-2.131524078	0.684846963	1
ENSG00000273104.1	AP000322.3	0.47548973	-2.7702642	1	1
ENSG00000273106.1	AC019129.2	-2.701167726	-2.633935843	0.347315199	1
ENSG00000273107.1	AL512598.1	-1.70301724	-2.785899784	0.628400396	1
ENSG00000273108.1	AL121929.2	-1.17511232	-1.566545011	0.333063861	1
ENSG00000273110.1	AL162591.3	1.284507542	-2.846163853	0.909090909	1
ENSG00000273111.4	LYPD4	-5.13E-15	-2.897693815	1	1
ENSG00000273112.1	AL590385.2	-5.13E-15	-2.897693815	1	1
ENSG00000273113.1	AC133528.1	0.283445078	-2.278629953	1	1
ENSG00000273115.1	AP001596.2	-1.104729004	-2.838523034	1	1
ENSG00000273117.1	AC144652.1	-0.824224827	1.581809606	0.327445569	1
ENSG00000273118.1	AC093865.1	-5.13E-15	-2.897693815	1	1
ENSG00000273119.1	AP005229.2	-5.13E-15	-2.897693815	1	1
ENSG00000273123.1	AC020634.1	-1.117012862	-2.836473991	1	1
ENSG00000273124.1	AL365434.2	-5.13E-15	-2.897693815	1	1
ENSG00000273125.1	LINC01990	-0.542191317	-2.669649518	1	1
ENSG00000273129.1	PACERR	1.858123903	-2.425610556	0.419229377	1
ENSG00000273132.1	AL355312.3	-0.062669235	0.116740039	1	1
ENSG00000273133.1	AC116651.1	-0.677912832	-2.423490741	0.973960706	1
ENSG00000273136.4	NBPF26	-0.288128498	3.850660554	0.704788171	1
ENSG00000273137.1	AL022328.2	-0.80868029	-1.129654489	0.434330897	1
ENSG00000273138.1	AC005021.1	-1.104728262	-2.838523034	1	1
ENSG00000273139.1	AC007663.3	-2.294271446	-2.271436151	0.130421142	1
ENSG00000273141.1	AP001269.4	-3.014133086	-2.563025674	0.175820621	1
ENSG00000273142.1	AC073335.2	0.137864099	2.502109368	0.842572142	1
ENSG00000273143.1	AL355512.1	0.296585074	-1.615622618	0.824904337	1
ENSG00000273145.1	BX537318.1	-0.760126397	0.205202048	0.3638395	1
ENSG00000273148.1	AL035563.1	0.809950637	0.348901674	0.445696834	1
ENSG00000273149.1	AL138963.3	-5.13E-15	-2.897693815	1	1
ENSG00000273151.1	AC073957.3	-0.736284012	3.54617078	0.452965424	1
ENSG00000273153.1	AC067747.1	-5.13E-15	-2.897693815	1	1
ENSG00000273154.2	AL121845.3	-0.742017295	3.509667203	0.269668646	1
ENSG00000273155.1	AC092587.1	-0.335329633	-2.339263897	1	1
ENSG00000273156.1	AC124016.2	-0.195471469	-2.196230182	1	1
ENSG00000273160.1	AL359962.2	-1.09380003	-2.848557381	1	1
ENSG00000273162.1	AL133215.2	-0.375129605	-0.399127992	0.672178626	1
ENSG00000273164.1	DGCR10	-2.925982099	-2.586742712	0.255795186	1
ENSG00000273165.1	AL121652.1	-5.13E-15	-2.897693815	1	1
ENSG00000273167.1	AL359736.1	-2.431047278	-2.678936171	0.547979885	1
ENSG00000273170.4	---	0.740971877	-0.546708866	0.499397912	1
ENSG00000273171.1	AC002094.3	-5.13E-15	-2.897693815	1	1
ENSG00000273172.1	LINC02091	-1.104729037	-2.838523034	1	1
ENSG00000273173.4	SNURF	-1.160578495	1.012680434	0.531299591	1
ENSG00000273174.1	AC108673.2	1.012430433	-1.62475123	0.330278823	1
ENSG00000273175.1	BX323046.1	-0.551782415	-2.673454853	1	1
ENSG00000273176.1	AL008635.1	0.40240339	-2.781052747	1	1
ENSG00000273177.1	AC092954.2	-5.13E-15	-2.897693815	1	1
ENSG00000273179.1	AC092535.4	-0.980048122	-1.812906069	0.594524988	1
ENSG00000273180.1	AC019193.3	-5.13E-15	-2.897693815	1	1
ENSG00000273181.1	AC131235.4	-0.925851419	-2.427136059	0.554823378	1
ENSG00000273183.1	AC093726.2	-1.831558568	-1.597496176	0.157371835	1
ENSG00000273184.1	AC010655.4	-1.432065423	-1.041089587	0.324131988	1
ENSG00000273186.1	AL359091.4	-1.177770959	-1.461758439	0.322039175	1
ENSG00000273188.1	AL022328.3	0.792867317	-0.043840763	0.288744786	1
ENSG00000273192.1	AL671710.1	-0.985112848	1.522705641	0.278611334	1
ENSG00000273196.1	AC062037.2	-5.13E-15	-2.897693815	1	1
ENSG00000273198.1	AL096803.3	-5.13E-15	-2.897693815	1	1
ENSG00000273203.1	AC006946.2	-0.723490479	0.337127034	0.405621507	1
ENSG00000273209.1	AC069148.1	-1.317280684	-1.97239509	0.688350834	1
ENSG00000273210.1	AP001437.1	1.188992423	-2.040954234	0.412061496	1
ENSG00000273211.1	AC137630.4	-5.13E-15	-2.897693815	1	1
ENSG00000273212.1	AC000068.2	-0.163411556	-2.716272761	1	1
ENSG00000273213.1	AC239798.4	0.469289852	0.722766281	0.789822661	1
ENSG00000273214.1	AL031587.4	-5.13E-15	-2.897693815	1	1
ENSG00000273219.1	AC091736.1	-1.402770951	-2.818595903	1	1
ENSG00000273221.1	AL355816.2	-2.500601376	-2.681031524	0.555761988	1
ENSG00000273226.1	AL391834.2	0.647318171	-1.322023602	0.552388151	1
ENSG00000273228.1	AP002826.1	-5.13E-15	-2.897693815	1	1
ENSG00000273230.1	AC102953.2	-0.902595441	2.038645661	0.195310533	1
ENSG00000273232.1	AC090912.3	-1.093769301	-2.848557381	1	1
ENSG00000273233.1	AC097724.1	-0.522228603	-2.367740847	0.869933377	1
ENSG00000273234.1	AC091768.1	-5.13E-15	-2.897693815	1	1
ENSG00000273237.1	AC004520.1	-0.676354973	-1.028939095	0.533579816	1
ENSG00000273238.1	AC116565.1	-2.59929889	-2.654545659	0.467329925	1
ENSG00000273240.1	AC013468.1	1.440738437	-2.309280654	0.424322097	1
ENSG00000273243.1	Z82243.1	-0.82809011	-1.420878679	0.576793206	1
ENSG00000273244.1	AC005301.1	-5.13E-15	-2.897693815	1	1
ENSG00000273245.1	AC092653.1	1.252930881	-2.228330866	0.324874954	1
ENSG00000273247.4	AC097376.2	-0.839777835	1.073137171	0.31720584	1
ENSG00000273248.1	AC010997.5	-0.004738714	-2.228079934	1	1
ENSG00000273249.1	BX649632.1	0.0428901	-2.723492488	1	1
ENSG00000273253.2	AL022328.4	-0.100299637	-0.589395339	0.933377528	1
ENSG00000273254.1	AF129075.2	-0.379951669	-1.814917617	0.752670394	1
ENSG00000273255.1	AP001521.2	-5.13E-15	-2.897693815	1	1
ENSG00000273257.1	AC069200.1	-1.09373851	-2.848557381	1	1
ENSG00000273258.1	AC016737.2	-5.13E-15	-2.897693815	1	1
ENSG00000273261.1	AC092953.2	-0.452597842	-1.964949675	0.779787513	1
ENSG00000273262.1	AL121928.1	0.4160374	-2.065437972	0.933394228	1
ENSG00000273264.1	AL360219.1	-3.116524321	-2.54807671	0.164818741	1
ENSG00000273267.1	AC097381.3	-5.13E-15	-2.897693815	1	1
ENSG00000273269.1	STPG4	-5.13E-15	-2.897693815	1	1
ENSG00000273270.1	AC090114.2	-0.533449875	3.343783734	0.40343497	1
ENSG00000273271.1	AP000254.1	-0.079115931	-1.464224201	0.955301219	1
ENSG00000273275.1	AC017083.3	-0.987228718	1.04345871	0.353585644	1
ENSG00000273287.2	AL008718.2	-3.28979786	-2.493445072	0.131931595	1
ENSG00000273288.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000273289.1	AL121672.3	1.697817114	-2.154001958	0.31504149	1
ENSG00000273291.4	AC092042.3	1.805056233	-1.527221294	0.332135935	1
ENSG00000273293.1	AC093458.1	-5.13E-15	-2.897693815	1	1
ENSG00000273294.1	C1QTNF3-AMACR	-1.041382168	0.055292342	0.545039679	1
ENSG00000273297.1	AC009275.1	-0.164283126	0.172363605	0.919957029	1
ENSG00000273299.1	AC006153.1	-5.13E-15	-2.897693815	1	1
ENSG00000273300.1	AC000068.3	-0.828753454	-1.44849335	0.641344245	1
ENSG00000273301.1	AC016717.2	-2.56352453	-2.659251359	0.330213275	1
ENSG00000273302.1	AC016747.3	-1.816837766	-2.173500064	0.227693986	1
ENSG00000273303.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000273305.1	AC009237.15	-3.673682578	-2.377673764	0.145365671	1
ENSG00000273306.1	AC018690.1	-0.729006612	-0.238195356	0.380280212	1
ENSG00000273307.1	---	-5.13E-15	-2.897693815	1	1
ENSG00000273308.1	AC024560.3	-0.769348489	-1.527685692	0.503385214	1
ENSG00000273311.1	DGCR11	-0.007765172	1.700317815	1	1
ENSG00000273313.1	RBAKDN	1.071972046	-2.141157349	0.485568617	1
ENSG00000273314.1	AC005229.4	0.231031239	1.655813561	0.730202548	1
ENSG00000273320.1	AC007032.1	-0.687764741	-1.165061964	0.716678206	1
ENSG00000273321.1	AC023983.2	-3.175109264	-2.530655982	0.155131503	1
ENSG00000273325.1	AL008723.3	-2.79632927	-2.614625226	0.324438306	1
ENSG00000273328.4	AC099329.2	0.101062855	-2.294944372	0.994031915	1
ENSG00000273330.1	CYP4F36P	-5.13E-15	-2.897693815	1	1
ENSG00000273333.2	AL662884.1	-1.285481533	-2.829922656	1	1
ENSG00000273335.1	AP005432.2	1.134650519	-2.227061714	0.423418996	1
ENSG00000273336.1	OR7M1P	-1.702068594	-2.787463135	0.62676779	1
ENSG00000273338.1	AC103591.3	-2.477172049	-2.677187659	0.372865215	1
ENSG00000273340.1	MICE	0.116539271	-0.758086545	0.973188704	1
ENSG00000273341.1	AC004921.1	-5.13E-15	-2.897693815	1	1
ENSG00000273342.1	AP000553.2	-1.68607851	-2.791586362	1	1
ENSG00000273343.1	AC007663.4	-0.910814218	-1.586692444	0.548566283	1
ENSG00000273344.1	PAXIP1-AS1	-0.517061654	2.75263839	0.458339576	1
ENSG00000273345.4	AC104109.4	-0.033518597	-1.497234748	1	1
ENSG00000273348.1	AC027449.1	-1.117020263	-2.836473991	1	1
ENSG00000273350.1	AC004832.5	-2.697303753	-2.642378463	0.238982451	1
ENSG00000273352.1	---	-1.033696316	-0.981485973	0.359530639	1
ENSG00000273353.1	AL008718.3	-1.093746447	-2.848557381	1	1
ENSG00000273355.1	AP000894.4	-1.747002175	-2.467268313	0.326699391	1
ENSG00000273356.1	LINC02019	0.326494513	-1.6807235	0.870828886	1
ENSG00000273360.1	AC022017.1	-5.13E-15	-2.897693815	1	1
ENSG00000273362.1	AP000547.2	-1.63993404	-2.141655055	0.487613025	1
ENSG00000273363.1	AL353801.3	-1.412922383	-2.548615063	0.647054397	1
ENSG00000273365.1	AL451074.6	-1.703015638	-2.785899784	0.628405025	1
ENSG00000273366.1	Z83851.2	-0.038257114	-0.817701731	1	1
ENSG00000273367.1	AL355472.4	-3.185040227	-2.524921469	0.223220091	1
ENSG00000273368.1	AC006566.1	-5.13E-15	-2.897693815	1	1
ENSG00000273369.1	AC096586.2	-0.035826705	-2.226141722	1	1
ENSG00000273370.1	AC108747.1	-5.13E-15	-2.897693815	1	1
ENSG00000273372.1	SFTPD-AS1	-3.088666688	-2.548442043	0.252379876	1
ENSG00000273374.1	AC069222.1	-1.608722947	-1.498888377	0.246700289	1
ENSG00000273375.1	AC055764.2	2.777675423	-2.695684909	0.267154854	1
ENSG00000273377.1	AC004853.3	-1.1047287	-2.838523034	1	1
ENSG00000273381.1	AL158071.4	-0.694072074	-0.992270263	0.611328272	1
ENSG00000273382.1	AL356488.3	-0.296230347	0.71900466	0.719709514	1
ENSG00000273384.1	AL137796.1	0.259200226	-2.587595977	1	1
ENSG00000273387.1	AC005005.3	0.253964547	-0.937904095	0.836369537	1
ENSG00000273389.1	AC104059.1	-0.303728394	-2.562726454	1	1
ENSG00000273391.1	AC083880.1	0.550118342	-0.624429817	0.543726863	1
ENSG00000273394.1	AC128687.2	-2.470850735	-2.678594218	0.39180863	1
ENSG00000273396.1	LINC01396	-5.13E-15	-2.897693815	1	1
ENSG00000273399.2	AL159169.3	-0.28469524	-2.722872427	1	1
ENSG00000273402.1	AC004908.3	-2.885574797	-2.600275128	0.278143897	1
ENSG00000273403.1	AC107294.3	-2.144364718	-2.727530582	0.732678853	1
ENSG00000273406.1	AC245008.1	-0.001207824	-2.476238506	1	1
ENSG00000273407.1	AC069294.1	-5.13E-15	-2.897693815	1	1
ENSG00000273408.1	AP002345.2	-5.13E-15	-2.897693815	1	1
ENSG00000273409.1	AP003481.1	-5.13E-15	-2.897693815	1	1
ENSG00000273413.1	AL136982.7	0.998142025	-2.586396555	0.863520468	1
ENSG00000273416.1	AL732292.2	-0.579729387	-2.24801327	0.800787298	1
ENSG00000273423.1	OR13I1P	-1.731422384	-2.779882722	0.634398597	1
ENSG00000273424.1	AL008582.1	-0.475146589	-2.36649136	0.803556709	1
ENSG00000273428.3	AC004832.6	1.452929466	-2.094534896	0.463870392	1
ENSG00000273432.1	AC004951.4	-0.679754912	0.526662787	0.446268199	1
ENSG00000273433.1	AC004080.6	2.10955025	-2.78248529	0.500925518	1
ENSG00000273434.1	AC090115.4	-5.13E-15	-2.897693815	1	1
ENSG00000273437.1	AC108673.3	1.047800717	-1.75519573	0.386440281	1
ENSG00000273442.1	AC006946.3	-0.550705791	-2.380466697	0.797946477	1
ENSG00000273443.1	AL645608.9	-1.918980196	-1.497436196	0.141938805	1
ENSG00000273444.1	AC006023.2	-5.13E-15	-2.897693815	1	1
ENSG00000273445.1	AC133644.2	-1.517860558	-2.240440695	0.365432394	1
ENSG00000273447.1	AC004067.1	0.080515183	-1.993866675	1	1
ENSG00000273448.1	AC006480.2	0.205998375	-0.448663236	0.786518379	1
ENSG00000273449.1	AC093788.1	-1.530280109	-1.42825167	0.164523246	1
ENSG00000273450.1	AL139124.1	0.740719568	-2.39939512	0.664065113	1
ENSG00000273451.1	AL031666.3	-0.443840883	-2.138848485	0.795949822	1
ENSG00000273454.1	AC112503.2	-1.562667351	-2.801338264	1	1
ENSG00000273455.1	AC072039.2	-1.731422424	-2.779882722	0.634398843	1
ENSG00000273456.1	AC064836.3	-0.266605985	-0.880337777	0.795699151	1
ENSG00000273461.4	AC105265.3	-5.13E-15	-2.897693815	1	1
ENSG00000273464.1	AP000238.1	-3.482339052	-2.43778802	0.194623816	1
ENSG00000273466.1	AC012510.1	-0.725528427	0.623729175	0.285178639	1
ENSG00000273471.1	AC112229.4	1.326025674	-2.688340676	0.884262098	1
ENSG00000273472.1	AC096733.2	0.421962071	-0.769780938	0.746625914	1
ENSG00000273473.1	BX649601.1	-1.371868375	-2.310681545	0.369623012	1
